Conf. Session	Date	Time CST Local Time (UTC/GMT -6 hours )	Poster Session	Virtual Session 	Paper Type 	Track	Board 	Paper ID	Paper Title	1st Author	Status	Changed From	Changed To	Status of Change	Authors	Session	Change To	Change From	Change To	Status of Change																																																			
Session D	2024-06-17	16-17:30	In-Person S3: Main					34 Demo	BeLeaf: Belief Prediction as Tree Generation	['John Murzaku', 'Owen Rambow']						Demos D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main					35 Demo	QueryExplorer: An Interactive Query Generation Assistant for Search and Exploration	['Kaustubh Dhole', 'Shivam Bajaj', 'Ramraj Chandradevan', 'Eugene Agichtein']						Demos D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main					36 Demo	LMFlow: An Extensible Toolkit for Finetuning and Inference of Large Foundation Models	['Shizhe Diao', 'Rui Pan', 'Hanze Dong', 'KaShun SHUM', 'Jipeng Zhang', 'Wei Xiong', 'Tong Zhang']						Demos D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main													#N/A	#N/A	#N/A	#N/A	#N/A																																																			
Session D	2024-06-17	16-17:30	In-Person S3: Main													#N/A	#N/A	#N/A	#N/A	#N/A																																																			
Session D	2024-06-17	16-17:30	In-Person S3: Main													#N/A	#N/A	#N/A	#N/A	#N/A																																																			
Session D	2024-06-17	16-17:30	In-Person S3: Main													#N/A	#N/A	#N/A	#N/A	#N/A																																																			
Session E	2024-06-18	09-10:30	In-Person S4: Main		DEMO	Demo		11 Demo	Low-code LLM: Graphical User Interface over Large Language Models	['Yuzhe Cai', 'Shaoguang Mao', 'Wenshan Wu', 'Zehua Wang', 'Yaobo Liang', 'Tao Ge', 'Chenfei Wu', 'WangYou', 'Ting Song', 'Yan Xia', 'Nan Duan', 'Furu Wei']						Demos E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		DEMO	Demo		20 Demo	jp-evalb: Robust Alignment-based PARSEVAL Measures	['Jungyeul Park', 'Junrui Wang', 'Eunkyul Leah Jo', 'Angela Yoonseo Park']						Demos E6	Registered Virtual was Demo E6																																																						
Session E	2024-06-18	09-10:30	In-Person S4: Main		DEMO	Demo		23 Demo	OpinionGPT: Modelling Explicit Biases in Instruction-Tuned LLMs	['Patrick Haller', 'Ansar Aynetdinov', 'Alan Akbik']						Demos E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Dialogue and Interactive Systems		14	Effective and Efficient Conversation Retrieval for Dialogue State Tracking with Implicit Text Summaries	['Seanie Lee', 'Jianpeng Cheng', 'Joris Driesen', 'Alexandru Coca', 'Anders Johannsen']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		16	On Linearizing Structured Data in Encoder-Decoder Language Models: Insights from Text-to-SQL	['Yutong Shao', 'Ndapa Nakashole']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Question Answering		43	Rethinking Tabular Data Understanding with Large Language Models	['Tianyang Liu', 'Fei Wang', 'Muhao Chen']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Ethics, Bias, and Fairness		44	From Shortcuts to Triggers: Backdoor Defense with Denoised PoE	['Qin Liu', 'Fei Wang', 'Chaowei Xiao', 'Muhao Chen']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Speech recognition, text-to-speech and spoken language understanding		55	R-Spin: Efficient Speaker and Noise-invariant Representation Learning with Acoustic Pieces	['Heng-Jui Chang', 'James R. Glass']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Information Retrieval and Text Mining		60	Language Agnostic Code Embeddings	['Saiteja Utpala', 'Alex Gu', 'Pin-Yu Chen']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Question Answering		128	$E^5$: Zero-shot Hierarchical Table Analysis using Augmented LLMs via Explain, Extract, Execute, Exhibit and Extrapolate	['Zhehao Zhang', 'Yan Gao', 'Jian-Guang Lou']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Ethics, Bias, and Fairness		142	IterAlign: Iterative Constitutional Alignment of Large Language Models	['Xiusi Chen', 'Hongzhi Wen', 'Sreyashi Nag', 'Chen Luo', 'Qingyu Yin', 'Ruirui Li', 'Zheng Li', 'Wei Wang']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Dialogue and Interactive Systems		143	OrchestraLLM: Efficient Orchestration of Language Models for Dialogue State Tracking	['Chia-Hsuan Lee', 'Hao Cheng', 'Mari Ostendorf']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Information Extraction		185	TRUE-UIE: Two Universal Relations Unify Information Extraction Tasks	['Yucheng Wang', 'Bowen Yu', 'Yilin Liu', 'Shudong Lu']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Dialogue and Interactive Systems		192	DialogCC: An Automated Pipeline for Creating High-Quality Multi-Modal Dialogue Dataset	['Young-Jun Lee', 'Byungsoo Ko', 'Han-Gyu Kim', 'Jonghwan Hyeon', 'Ho-Jin Choi']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Ethics, Bias, and Fairness		196	Automatic Generation of Model and Data Cards: A Step Towards Responsible AI	['Jiarui Liu', 'Wenkai Li', 'Zhijing Jin', 'Mona T. Diab']						Oral C1	Oral C1 was Poster E6	Session E - 06/18 - 9-10:30 	Conf Session C - 06/17 - 14-15:30	Underline to Update																																																			
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Information Extraction		201	IPED: An Implicit Perspective for Relational Triple Extraction based on Diffusion Model	['Jianli Zhao', 'Changhao Xu', 'Bin. Jiang']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Dialogue and Interactive Systems		208	Bridging the Novice-Expert Gap via Models of Decision-Making: A Case Study on Remediating Math Mistakes	['Rose E Wang', 'Qingyang Zhang', 'Carly D Robinson', 'Susanna Loeb', 'Dorottya Demszky']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Question Answering		218	Program-Aided Reasoners (Better) Know What They Know	['Anubha Kabra', 'Sanketh Rangreji', 'Yash Mathur', 'Aman Madaan', 'Emmy Liu', 'Graham Neubig']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Ethics, Bias, and Fairness		219	The Perspectivist Paradigm Shift: Assumptions and Challenges of Capturing Human Labels	['Eve Fleisig', 'Su Lin Blodgett', 'Dan Klein', 'Zeerak Talat']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Efficient/Low-Resource Methods for NLP		242	Efficient Benchmarking (of Language Models)	['Yotam Perlitz', 'Elron Bandel', 'Ariel Gera', 'Ofir Arviv', 'Liat Ein-Dor', 'Eyal Shnarch', 'Noam Slonim', 'Michal Shmueli-Scheuer', 'Leshem Choshen']						Orals D4	Oral D4 was Poster E6	Session E - 06/18 - 9-10:30 	Conf Session D - 06/17 - 16 - 17:30	Underline to Update																																																			
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Speech recognition, text-to-speech and spoken language understanding		274	Measuring Entrainment in Spontaneous Code-switched Speech	['Debasmita Bhattacharya', 'Siying Ding', 'Alayna Nguyen', 'Julia Hirschberg']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Information Retrieval and Text Mining		282	TopicGPT: A Prompt-based Topic Modeling Framework	['Chau Minh Pham', 'Alexander Hoyle', 'Simeng Sun', 'Philip Resnik', 'Mohit Iyyer']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Dialogue and Interactive Systems		288	When Life Gives You Lemons, Make Cherryade: Converting Feedback from Bad Responses into Good Labels	['Weiyan Shi', 'Emily Dinan', 'Kurt Shuster', 'Jason E Weston', 'Jing Xu']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Ethics, Bias, and Fairness		291	Instructions as Backdoors: Backdoor Vulnerabilities of Instruction Tuning for Large Language Models	['Jiashu Xu', 'Mingyu Derek Ma', 'Fei Wang', 'Chaowei Xiao', 'Muhao Chen']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Ethics, Bias, and Fairness		303	Unveiling Divergent Inductive Biases of LLMs on Temporal Data	['Sindhu Kishore', 'Hangfeng He']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Efficient/Low-Resource Methods for NLP		308	DynaMo: Accelerating Language Model Inference with Dynamic Multi-Token Sampling	['Shikhar Tuli', 'Chi-Heng Lin', 'Yen-Chang Hsu', 'Niraj Jha', 'Yilin Shen', 'Hongxia Jin']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Ethics, Bias, and Fairness		325	GRASP: A Disagreement Analysis Framework to Assess Group Associations in Perspectives	['Vinodkumar Prabhakaran', 'Christopher M Homan', 'Lora Aroyo', 'Aida Mostafazadeh Davani', 'Alicia Parrish', 'Alex Taylor', 'Mark Diaz', 'Ding Wang', 'Gregory Serapio-García']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Information Extraction		378	On-the-fly Definition Augmentation of LLMs for Biomedical NER	['Monica Munnangi', 'Sergey Feldman', 'Byron C Wallace', 'Silvio Amir', 'Tom Hope', 'Aakanksha Naik']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Information Extraction		387	Set-Aligning Framework for Auto-Regressive Event Temporal Graph Generation	['Xingwei Tan', 'Yuxiang Zhou', 'Gabriele Pergola', 'Yulan He']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Question Answering		391	Towards Improved Multi-Source Attribution for Long-Form Answer Generation	['Nilay Patel', 'Shivashankar Subramanian', 'Siddhant Garg', 'Pratyay Banerjee', 'Amita Misra']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Information Retrieval and Text Mining		394	Synthetic Query Generation for Privacy-Preserving Deep Retrieval Systems using Differentially Private Language Models	['Aldo Gael Carranza', 'Rezsa Farahani', 'Natalia Ponomareva', 'Alexey Kurakin', 'Matthew Jagielski', 'Milad Nasr']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Information Retrieval and Text Mining		399	Beyond Yes and No: Improving Zero-Shot LLM Rankers via Scoring Fine-Grained Relevance Labels	['Honglei Zhuang', 'Zhen Qin', 'Kai Hui', 'Junru Wu', 'Le Yan', 'Xuanhui Wang', 'Michael Bendersky']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Efficient/Low-Resource Methods for NLP		402	LM-Infinite: Zero-Shot Extreme Length Generalization for Large Language Models	['Chi Han', 'Qifan Wang', 'Hao Peng', 'Wenhan Xiong', 'Yu Chen', 'Heng Ji', 'Sinong Wang']						Posters E6																																																							
Session E	2024-06-18	09-10:30	In-Person S4: Main		Accept to Main Conference	Dialogue and Interactive Systems		403	CONSCENDI: A Contrastive and Scenario-Guided Distillation Approach to Guardrail Models for Virtual Assistants	['Albert Sun', 'Varun Nair', 'Elliot Schumacher', 'Anitha Kannan']						Posters E6																																																							
